Year,Surgery,# of Cases
2013,Colon,42
2017,Prostate,6
2014,Rectum,10
2014,Stomach,4
2015,Rectum,6
2018,Breast,119
2020,Prostate,4
2017,Bladder,4
2016,Pancreas,9
2013,Pancreas,10
2013,Breast,104
2021,Bladder,2
2017,Colon,21
2014,Prostate,1
2013,Bladder,2
2013,Stomach,12
2016,Stomach,1
2021,Liver,1
2014,Pancreas,17
2020,Bladder,1
2018,Bladder,5
2019,Rectum,21
2015,Liver,12
2021,Stomach,2
2021,Breast,132
2015,Breast,73
2017,Pancreas,2
2021,Lung,1
2021,Rectum,40
2014,Breast,118
2017,Stomach,1
2015,Colon,14
2014,Colon,31
2016,Bladder,4
2013,Liver,31
2019,Colon,29
2020,Rectum,28
2015,Stomach,4
2015,Rectum,3
2020,Breast,2
2019,Rectum,2
2014,Breast,6
2013,Colon,4
2020,Colon,2
2016,Breast,10
2016,Rectum,2
2015,Colon,3
2015,Breast,10
2019,Colon,7
2018,Breast,2
2017,Breast,13
2019,Breast,6
2021,Breast,8
2021,Colon,3
2014,Colon,4
2018,Colon,1
2021,Liver,1
2017,Colon,6
2013,Breast,18
2016,Colon,6
2017,Prostate,8
2015,Breast,11
2021,Colon,4
2021,Breast,16
2016,Prostate,13
2017,Breast,12
2018,Prostate,15
2016,Colon,4
2017,Bladder,1
2019,Colon,5
2018,Rectum,1
2019,Breast,11
2016,Breast,17
2017,Colon,4
2013,Colon,4
2014,Rectum,1
2020,Rectum,1
2019,Prostate,1
2016,Bladder,2
2015,Prostate,4
2017,Rectum,3
2018,Colon,5
2020,Breast,16
2014,Colon,3
2015,Colon,8
2020,Colon,7
2018,Breast,14
2014,Breast,18
2013,Breast,11
2020,Prostate,1
2016,Breast,51
2021,Breast,76
2021,Rectum,2
2015,Prostate,3
2016,Lung,2
2016,Rectum,3
2014,Colon,10
2016,Liver,3
2020,Lung,2
2016,Stomach,3
2020,Breast,35
2018,Breast,25
2017,Colon,7
2017,Prostate,13
2014,Rectum,2
2015,Breast,22
2015,Lung,3
2020,Colon,7
2015,Rectum,6
2013,Lung,3
2017,Rectum,5
2019,Lung,3
2021,Colon,9
2015,Colon,8
2019,Liver,3
2013,Colon,19
2013,Stomach,1
2018,Colon,17
2013,Breast,45
2013,Rectum,5
2017,Bladder,1
2014,Prostate,11
2020,Prostate,2
2014,Pancreas,1
2019,Colon,19
2017,Breast,55
2019,Breast,43
2020,Rectum,3
2013,Prostate,1
2014,Breast,32
2018,Lung,2
2019,Prostate,7
2018,Prostate,13
2018,Rectum,3
2021,Liver,1
2016,Colon,21
2019,Rectum,1
2017,Liver,1
2016,Prostate,15
2017,Pancreas,1
2021,Prostate,7
2017,Lung,5
2014,Lung,5
2021,Bladder,1
2015,Liver,2
2015,Prostate,17
2021,Breast,396
2021,Colon,27
2015,Pancreas,2
2013,Liver,2
2015,Stomach,4
2015,Rectum,6
2017,Pancreas,2
2014,Esophagus,2
2017,Lung,3
2018,Bladder,1
2016,Breast,337
2018,Colon,52
2013,Stomach,8
2021,Lung,19
2021,Liver,4
2016,Liver,2
2016,Colon,38
2016,Lung,3
2019,Rectum,20
2016,Pancreas,1
2017,Stomach,4
2019,Esophagus,8
2016,Rectum,17
2016,Stomach,3
2018,Rectum,26
2013,Rectum,10
2014,Rectum,12
2021,Esophagus,3
2017,Esophagus,4
2019,Lung,24
2020,Esophagus,1
2019,Stomach,8
2016,Esophagus,2
2021,Stomach,6
2019,Prostate,23
2013,Bladder,3
2015,Lung,9
2018,Lung,19
2016,Prostate,42
2016,Bladder,3
2014,Liver,1
2019,Liver,5
2020,Stomach,6
2013,Esophagus,3
2014,Bladder,3
2021,Rectum,8
2017,Breast,336
2020,Lung,28
2014,Pancreas,3
2015,Breast,291
2018,Esophagus,1
2014,Breast,334
2013,Lung,14
2017,Rectum,20
2020,Liver,6
2020,Colon,36
2014,Lung,6
2020,Pancreas,6
2019,Breast,426
2019,Colon,51
2020,Bladder,1
2013,Breast,362
2018,Prostate,25
2018,Pancreas,12
2015,Colon,29
2020,Rectum,14
2019,Pancreas,7
2014,Prostate,27
2017,Prostate,32
2017,Colon,65
2013,Pancreas,4
2013,Prostate,35
2018,Breast,393
2021,Prostate,2
2013,Colon,38
2018,Liver,5
2015,Bladder,2
2018,Stomach,8
2014,Stomach,9
2014,Colon,41
2020,Breast,407
2020,Prostate,8
2021,Pancreas,2
2019,Lung,23
2014,Bladder,3
2021,Rectum,48
2014,Brain,48
2015,Rectum,4
2019,Breast,101
2020,Rectum,30
2019,Liver,10
2013,Liver,22
2018,Stomach,5
2019,Rectum,33
2017,Esophagus,3
2020,Prostate,12
2013,Breast,47
2015,Colon,23
2019,Esophagus,4
2019,Stomach,7
2014,Pancreas,20
2013,Prostate,50
2016,Colon,76
2020,Brain,56
2017,Liver,8
2014,Breast,49
2016,Lung,44
2015,Lung,8
2016,Esophagus,1
2016,Prostate,34
2013,Colon,28
2021,Prostate,3
2015,Prostate,34
2018,Prostate,30
2020,Lung,19
2019,Pancreas,4
2014,Colon,29
2013,Pancreas,17
2021,Breast,46
2014,Prostate,45
2017,Brain,71
2016,Breast,63
2016,Brain,69
2018,Brain,52
2018,Colon,59
2020,Bladder,2
2013,Stomach,9
2017,Rectum,22
2017,Prostate,29
2019,Bladder,3
2017,Pancreas,6
2019,Colon,62
2013,Rectum,14
2015,Liver,5
2017,Breast,70
2015,Pancreas,3
2019,Prostate,16
2017,Colon,49
2013,Lung,11
2015,Brain,68
2014,Rectum,13
2013,Brain,37
2017,Lung,46
2016,Rectum,37
2014,Liver,18
2015,Stomach,3
2021,Brain,47
2020,Stomach,9
2018,Rectum,35
2013,Bladder,1
2016,Stomach,10
2018,Lung,29
2014,Lung,9
2021,Pancreas,6
2016,Pancreas,12
2018,Esophagus,1
2018,Breast,72
2020,Colon,68
2021,Lung,24
2020,Esophagus,3
2016,Liver,12
2021,Colon,54
2018,Liver,11
2020,Pancreas,5
2019,Brain,71
2021,Esophagus,3
2021,Stomach,4
2014,Stomach,2
2020,Breast,56
2015,Breast,40
2017,Stomach,7
2018,Pancreas,9
2020,Liver,7
2021,Liver,3
2014,Stomach,3
2017,Esophagus,3
2020,Brain,4
2014,Esophagus,1
2021,Rectum,30
2017,Bladder,1
2014,Breast,91
2020,Colon,52
2020,Stomach,8
2019,Lung,12
2018,Lung,13
2013,Breast,146
2015,Colon,25
2018,Prostate,42
2018,Rectum,31
2019,Prostate,44
2016,Bladder,2
2014,Rectum,13
2019,Pancreas,3
2020,Bladder,1
2016,Liver,15
2016,Lung,13
2017,Pancreas,3
2018,Brain,7
2015,Pancreas,6
2015,Breast,99
2020,Lung,11
2016,Colon,48
2021,Lung,21
2021,Prostate,24
2021,Liver,11
2021,Colon,57
2015,Rectum,19
2014,Pancreas,3
2017,Stomach,4
2019,Breast,143
2015,Prostate,26
2018,Stomach,10
2014,Colon,45
2020,Rectum,23
2016,Rectum,25
2016,Pancreas,5
2016,Brain,6
2013,Colon,24
2014,Prostate,46
2013,Prostate,38
2016,Breast,107
2015,Liver,10
2017,Lung,16
2017,Rectum,17
2015,Stomach,4
2017,Colon,40
2019,Colon,65
2019,Rectum,44
2013,Stomach,1
2013,Brain,4
2014,Brain,9
2016,Stomach,4
2014,Bladder,2
2020,Breast,146
2018,Breast,156
2013,Rectum,10
2015,Lung,6
2013,Lung,28
2019,Stomach,6
2016,Prostate,27
2016,Esophagus,1
2014,Lung,28
2020,Prostate,31
2019,Brain,10
2017,Brain,3
2017,Breast,155
2021,Stomach,9
2018,Colon,41
2019,Liver,4
2021,Pancreas,6
2020,Liver,7
2017,Liver,2
2020,Pancreas,5
2018,Liver,3
2018,Bladder,1
2021,Breast,254
2017,Prostate,56
2014,Liver,8
2015,Brain,4
2016,Prostate,2
2019,Breast,41
2020,Breast,24
2015,Breast,66
2016,Breast,77
2013,Breast,38
2018,Breast,80
2014,Prostate,7
2017,Prostate,4
2013,Prostate,8
2014,Breast,100
2017,Breast,75
2020,Prostate,1
2015,Prostate,7
2013,Colon,33
2013,Brain,6
2014,Breast,103
2014,Prostate,1
2021,Colon,23
2013,Bladder,1
2018,Liver,1
2018,Stomach,1
2018,Bladder,1
2014,Stomach,1
2019,Colon,30
2013,Lung,6
2020,Breast,118
2013,Stomach,1
2019,Stomach,1
2016,Rectum,4
2016,Colon,23
2021,Rectum,1
2019,Brain,7
2016,Brain,5
2013,Breast,129
2018,Colon,27
2013,Rectum,2
2014,Brain,3
2018,Rectum,10
2017,Breast,132
2016,Breast,132
2020,Brain,5
2019,Breast,147
2021,Liver,1
2017,Prostate,1
2019,Rectum,2
2018,Brain,8
2017,Stomach,3
2021,Brain,2
2017,Rectum,1
2017,Brain,5
2015,Colon,26
2020,Rectum,3
2015,Breast,64
2015,Brain,3
2021,Breast,155
2020,Colon,32
2020,Prostate,2
2018,Breast,106
2017,Colon,24
2014,Colon,28
2014,Rectum,2
2014,Pancreas,3
2013,Lung,18
2014,Rectum,9
2015,Pancreas,1
2014,Lung,40
2013,Stomach,3
2014,Colon,27
2013,Rectum,16
2015,Colon,16
2014,Esophagus,1
2015,Lung,23
2014,Stomach,1
2013,Pancreas,2
2013,Colon,24
2015,Rectum,5
2015,Stomach,1
2013,Liver,3
2015,Lung,3
2019,Colon,11
2020,Breast,5
2017,Rectum,1
2015,Rectum,1
2018,Breast,4
2013,Colon,9
2021,Rectum,1
2018,Colon,3
2018,Pancreas,1
2020,Rectum,1
2015,Breast,9
2016,Rectum,1
2013,Esophagus,1
2020,Colon,1
2019,Breast,3
2019,Lung,1
2015,Stomach,1
2013,Breast,3
2014,Rectum,1
2019,Rectum,3
2021,Colon,4
2018,Rectum,4
2018,Lung,1
2017,Breast,3
2014,Breast,3
2015,Colon,5
2020,Lung,1
2016,Breast,7
2017,Esophagus,1
2014,Colon,5
2017,Colon,1
2016,Colon,5
2016,Stomach,1
2019,Rectum,3
2021,Breast,22
2021,Lung,1
2016,Lung,1
2020,Breast,22
2018,Rectum,3
2018,Colon,9
2018,Pancreas,1
2018,Liver,1
2013,Breast,21
2013,Lung,1
2019,Colon,8
2014,Colon,7
2020,Colon,12
2020,Rectum,4
2016,Colon,4
2016,Rectum,2
2016,Breast,14
2014,Rectum,1
2015,Rectum,1
2014,Breast,13
2015,Colon,5
2015,Breast,15
2019,Breast,14
2017,Rectum,2
2017,Breast,15
2013,Colon,4
2018,Breast,15
2021,Colon,1
2021,Rectum,3
2017,Colon,9
2018,Stomach,1
2019,Esophagus,1
2017,Bladder,3
2015,Rectum,6
2021,Breast,57
2021,Bladder,1
2021,Rectum,4
2021,Liver,1
2020,Liver,3
2015,Brain,4
2020,Rectum,5
2014,Stomach,5
2020,Esophagus,3
2016,Rectum,4
2016,Pancreas,2
2019,Rectum,7
2019,Prostate,10
2013,Lung,12
2021,Lung,10
2020,Prostate,9
2018,Brain,3
2019,Brain,2
2017,Prostate,11
2020,Brain,4
2014,Liver,1
2013,Colon,19
2021,Prostate,7
2015,Colon,9
2020,Colon,20
2018,Colon,23
2018,Prostate,8
2017,Stomach,2
2013,Bladder,4
2016,Liver,1
2013,Rectum,4
2013,Brain,2
2021,Esophagus,2
2018,Lung,8
2018,Breast,92
2016,Prostate,8
2016,Colon,17
2016,Breast,84
2016,Brain,7
2014,Breast,81
2016,Lung,12
2019,Colon,16
2015,Lung,8
2015,Esophagus,2
2015,Liver,1
2021,Stomach,1
2018,Esophagus,1
2014,Brain,5
2021,Colon,12
2018,Bladder,2
2017,Colon,24
2014,Prostate,7
2019,Lung,10
2014,Bladder,2
2015,Prostate,5
2018,Pancreas,1
2020,Stomach,3
2020,Breast,67
2015,Breast,71
2014,Lung,12
2013,Prostate,4
2015,Stomach,2
2020,Pancreas,1
2019,Liver,2
2017,Rectum,9
2020,Bladder,1
2019,Bladder,1
2019,Breast,69
2017,Lung,10
2019,Pancreas,1
2019,Stomach,2
2017,Pancreas,4
2020,Lung,10
2014,Esophagus,1
2014,Colon,19
2013,Stomach,2
2013,Breast,63
2018,Rectum,4
2017,Liver,3
2013,Pancreas,3
2017,Breast,73
2013,Bladder,1
2021,Prostate,15
2021,Colon,16
2021,Stomach,1
2014,Stomach,1
2013,Brain,1
2014,Rectum,1
2015,Breast,8
2016,Colon,8
2020,Colon,15
2020,Breast,11
2020,Prostate,17
2015,Bladder,1
2016,Prostate,16
2021,Liver,1
2017,Prostate,6
2014,Prostate,31
2017,Breast,14
2014,Breast,19
2013,Lung,4
2015,Prostate,27
2014,Colon,16
2017,Rectum,3
2015,Rectum,1
2016,Breast,21
2020,Bladder,1
2021,Breast,11
2013,Prostate,18
2019,Rectum,3
2021,Rectum,6
2018,Breast,14
2018,Prostate,11
2016,Liver,1
2019,Stomach,2
2016,Rectum,2
2020,Rectum,2
2018,Stomach,1
2018,Rectum,5
2017,Colon,6
2013,Colon,14
2020,Stomach,3
2017,Stomach,1
2019,Bladder,1
2019,Breast,15
2015,Stomach,1
2018,Colon,13
2019,Colon,10
2015,Colon,7
2013,Breast,18
2019,Prostate,14
2015,Breast,11
2021,Stomach,1
2013,Prostate,1
2013,Breast,12
2013,Colon,4
2017,Colon,11
2019,Brain,3
2018,Colon,5
2016,Colon,3
2020,Breast,29
2019,Stomach,1
2014,Prostate,1
2014,Colon,8
2019,Pancreas,1
2014,Breast,13
2019,Colon,10
2013,Brain,1
2016,Brain,2
2020,Stomach,1
2018,Breast,38
2021,Breast,13
2017,Brain,5
2015,Colon,1
2018,Brain,5
2021,Rectum,1
2020,Brain,4
2014,Brain,2
2017,Breast,21
2018,Stomach,1
2020,Rectum,2
2019,Breast,26
2021,Colon,6
2020,Prostate,1
2016,Breast,18
2020,Colon,4
2018,Prostate,1
2018,Bladder,1
2015,Colon,1
2021,Rectum,1
2021,Prostate,3
2013,Breast,6
2019,Breast,20
2020,Colon,2
2017,Colon,4
2014,Prostate,1
2016,Rectum,1
2016,Breast,4
2017,Breast,9
2014,Breast,9
2020,Breast,7
2015,Rectum,1
2019,Colon,6
2021,Breast,7
2014,Colon,5
2018,Breast,18
2015,Breast,2
2016,Colon,5
2013,Colon,4
2018,Rectum,2
2018,Colon,4
2021,Breast,6
2019,Colon,2
2013,Colon,4
2020,Colon,3
2013,Rectum,3
2020,Breast,8
2017,Prostate,1
2016,Colon,6
2015,Rectum,1
2018,Colon,2
2013,Stomach,1
2014,Colon,7
2014,Breast,2
2014,Rectum,1
2021,Stomach,1
2021,Colon,5
2017,Breast,10
2017,Colon,5
2016,Stomach,2
2018,Breast,10
2013,Breast,7
2019,Breast,11
2015,Breast,7
2016,Breast,7
2015,Colon,2
2019,Rectum,1
2014,Stomach,2
2016,Rectum,1
2021,Prostate,5
2021,Rectum,5
2021,Liver,2
2021,Brain,10
2017,Brain,20
2019,Pancreas,1
2016,Prostate,8
2017,Colon,35
2020,Breast,41
2017,Lung,15
2019,Colon,40
2017,Breast,73
2016,Bladder,2
2016,Brain,16
2016,Colon,45
2017,Bladder,2
2017,Prostate,11
2015,Prostate,2
2015,Stomach,2
2016,Lung,16
2017,Rectum,13
2015,Lung,8
2017,Liver,1
2013,Rectum,8
2020,Lung,15
2016,Rectum,14
2016,Liver,3
2018,Prostate,16
2020,Rectum,9
2013,Prostate,5
2013,Stomach,5
2019,Breast,51
2013,Lung,26
2013,Bladder,1
2013,Brain,15
2013,Colon,34
2015,Brain,7
2019,Lung,22
2019,Rectum,6
2020,Colon,31
2017,Stomach,2
2020,Stomach,1
2018,Liver,2
2021,Pancreas,1
2019,Bladder,2
2013,Breast,61
2020,Liver,2
2019,Brain,18
2016,Breast,60
2018,Breast,85
2018,Stomach,4
2017,Pancreas,1
2014,Breast,57
2016,Pancreas,1
2015,Colon,43
2015,Rectum,8
2014,Prostate,3
2014,Lung,14
2019,Stomach,2
2021,Lung,11
2019,Prostate,10
2018,Colon,36
2016,Stomach,2
2020,Brain,14
2020,Pancreas,8
2018,Brain,17
2018,Lung,7
2018,Rectum,8
2014,Bladder,1
2021,Bladder,1
2014,Colon,37
2014,Rectum,10
2014,Stomach,3
2015,Breast,40
2014,Brain,15
2018,Bladder,1
2021,Breast,34
2021,Stomach,4
2021,Colon,32
2020,Prostate,9
2021,Colon,4
2015,Pancreas,2
2014,Pancreas,1
2014,Liver,5
2017,Rectum,5
2013,Colon,6
2021,Prostate,11
2021,Brain,1
2020,Stomach,1
2014,Lung,2
2019,Rectum,10
2019,Brain,4
2014,Breast,52
2014,Brain,5
2014,Rectum,3
2017,Brain,5
2018,Rectum,4
2019,Breast,12
2014,Stomach,2
2020,Brain,3
2019,Lung,2
2020,Prostate,9
2018,Stomach,1
2020,Colon,4
2016,Liver,6
2016,Brain,2
2020,Pancreas,1
2015,Breast,32
2017,Liver,4
2017,Pancreas,1
2016,Colon,12
2017,Stomach,1
2017,Lung,2
2013,Stomach,4
2016,Breast,34
2019,Prostate,13
2017,Prostate,12
2017,Colon,5
2016,Rectum,3
2016,Prostate,10
2016,Esophagus,1
2018,Liver,1
2013,Brain,3
2013,Liver,2
2015,Colon,5
2021,Rectum,3
2021,Breast,15
2021,Bladder,1
2018,Colon,5
2018,Prostate,23
2018,Breast,25
2017,Esophagus,2
2020,Rectum,7
2014,Colon,11
2013,Breast,31
2018,Brain,5
2016,Lung,2
2013,Rectum,3
2017,Breast,43
2013,Lung,1
2015,Rectum,2
2019,Colon,5
2020,Breast,11
2017,Bladder,1
2015,Liver,3
2018,Pancreas,1
2015,Brain,2
2016,Pancreas,1
2021,Breast,109
2021,Prostate,22
2021,Pancreas,1
2021,Stomach,3
2015,Breast,82
2021,Rectum,22
2015,Rectum,3
2021,Liver,1
2013,Lung,4
2020,Stomach,1
2015,Colon,11
2018,Stomach,1
2018,Rectum,17
2015,Lung,3
2019,Rectum,30
2017,Liver,1
2013,Prostate,17
2014,Rectum,5
2015,Brain,1
2018,Bladder,2
2019,Breast,77
2020,Liver,2
2017,Breast,63
2016,Rectum,3
2018,Breast,63
2016,Brain,7
2017,Rectum,6
2019,Prostate,17
2017,Brain,6
2013,Colon,18
2013,Stomach,2
2019,Pancreas,1
2014,Liver,1
2020,Colon,39
2020,Rectum,31
2014,Breast,107
2014,Brain,3
2017,Prostate,12
2020,Brain,7
2021,Bladder,2
2020,Lung,1
2013,Breast,100
2015,Prostate,15
2016,Bladder,1
2013,Rectum,5
2014,Colon,16
2016,Colon,14
2019,Bladder,2
2016,Breast,64
2016,Lung,1
2017,Pancreas,1
2019,Colon,21
2018,Colon,19
2020,Prostate,30
2015,Stomach,1
2021,Colon,43
2021,Lung,1
2021,Brain,10
2017,Stomach,1
2019,Brain,2
2016,Prostate,10
2014,Lung,4
2014,Prostate,20
2018,Brain,4
2013,Brain,2
2018,Liver,2
2020,Breast,88
2017,Bladder,1
2016,Pancreas,1
2013,Bladder,1
2017,Colon,18
2018,Prostate,17
2013,Prostate,1
2015,Prostate,1
2017,Breast,1
2020,Colon,1
2016,Colon,1
2017,Prostate,3
2016,Breast,1
2019,Liver,1
2015,Breast,1
2021,Rectum,1
2016,Pancreas,1
2017,Rectum,1
2015,Colon,3
2013,Colon,4
2017,Breast,8
2019,Rectum,1
2021,Colon,5
2016,Colon,5
2018,Breast,8
2015,Breast,5
2019,Colon,5
2013,Rectum,1
2016,Breast,11
2013,Breast,6
2014,Colon,3
2014,Breast,10
2021,Breast,2
2020,Breast,14
2017,Colon,2
2020,Colon,1
2019,Breast,6
2020,Rectum,2
2021,Stomach,1
2021,Pancreas,2
2021,Rectum,12
2013,Rectum,6
2020,Bladder,1
2019,Colon,44
2019,Liver,1
2021,Bladder,1
2019,Breast,193
2019,Lung,4
2019,Stomach,6
2015,Brain,7
2016,Prostate,7
2017,Stomach,3
2016,Pancreas,1
2020,Lung,2
2020,Pancreas,1
2020,Stomach,1
2015,Stomach,4
2017,Colon,42
2013,Prostate,13
2020,Brain,11
2015,Breast,78
2015,Liver,1
2021,Brain,17
2018,Breast,200
2016,Lung,11
2016,Colon,45
2016,Brain,6
2017,Rectum,11
2019,Prostate,40
2018,Rectum,16
2017,Breast,160
2021,Lung,3
2014,Brain,15
2017,Pancreas,1
2019,Pancreas,2
2018,Liver,2
2017,Brain,12
2020,Breast,147
2013,Breast,93
2013,Pancreas,2
2013,Lung,6
2013,Colon,48
2020,Colon,36
2020,Prostate,14
2017,Lung,7
2017,Liver,1
2018,Pancreas,2
2020,Rectum,10
2014,Breast,66
2017,Prostate,25
2013,Bladder,1
2014,Prostate,23
2016,Liver,2
2016,Rectum,10
2021,Breast,172
2014,Bladder,2
2015,Prostate,16
2014,Lung,6
2014,Colon,63
2018,Lung,3
2018,Colon,49
2018,Brain,14
2018,Stomach,5
2014,Rectum,16
2013,Brain,13
2021,Colon,50
2016,Breast,170
2019,Rectum,5
2015,Rectum,5
2015,Colon,31
2013,Stomach,2
2015,Lung,5
2018,Prostate,40
2014,Stomach,5
2021,Prostate,18
2019,Brain,13
2017,Colon,5
2018,Breast,1
2018,Colon,4
2020,Colon,12
2016,Prostate,1
2015,Breast,1
2019,Colon,4
2017,Breast,4
2013,Colon,4
2018,Liver,1
2016,Colon,6
2016,Breast,2
2015,Stomach,2
2019,Rectum,1
2014,Colon,7
2013,Breast,2
2014,Breast,3
2015,Rectum,1
2017,Stomach,1
2020,Rectum,1
2018,Lung,1
2014,Lung,1
2021,Breast,1
2015,Colon,9
2013,Stomach,1
2021,Colon,4
2021,Colon,1
2019,Rectum,1
2014,Breast,72
2018,Rectum,6
2017,Esophagus,1
2021,Pancreas,1
2020,Esophagus,1
2018,Esophagus,1
2018,Breast,34
2017,Rectum,9
2020,Breast,26
2015,Lung,2
2014,Rectum,7
2019,Rectum,3
2017,Breast,40
2013,Rectum,6
2016,Esophagus,3
2014,Colon,21
2013,Lung,2
2014,Lung,1
2018,Stomach,1
2018,Colon,26
2016,Colon,20
2013,Breast,53
2021,Rectum,9
2021,Lung,2
2016,Rectum,12
2020,Rectum,4
2016,Pancreas,1
2016,Breast,16
2017,Prostate,1
2015,Breast,33
2016,Prostate,4
2021,Prostate,2
2019,Breast,33
2017,Lung,1
2021,Esophagus,1
2015,Colon,17
2013,Colon,22
2013,Prostate,7
2015,Rectum,6
2017,Colon,14
2018,Prostate,5
2017,Stomach,1
2018,Lung,1
2014,Stomach,3
2019,Stomach,1
2019,Lung,3
2019,Prostate,1
2015,Bladder,3
2014,Prostate,10
2013,Bladder,1
2013,Liver,2
2013,Stomach,1
2019,Colon,21
2021,Breast,48
2014,Liver,1
2020,Colon,14
2016,Lung,2
2020,Stomach,1
2021,Colon,20
2018,Breast,1
2020,Rectum,1
2019,Colon,1
2015,Rectum,1
2021,Colon,5
2013,Colon,6
2013,Breast,6
2016,Colon,1
2015,Breast,5
2015,Colon,1
2014,Breast,7
2019,Breast,2
2021,Rectum,2
2020,Colon,2
2020,Breast,2
2021,Breast,1
2018,Colon,1
2017,Breast,2
2017,Colon,2
2021,Breast,3
2021,Rectum,2
2020,Pancreas,1
2020,Stomach,1
2013,Breast,8
2015,Lung,2
2020,Colon,7
2020,Lung,1
2019,Rectum,2
2015,Breast,4
2016,Rectum,1
2021,Colon,7
2013,Colon,9
2018,Colon,6
2016,Lung,4
2016,Colon,5
2016,Breast,1
2017,Lung,1
2020,Rectum,3
2015,Colon,4
2017,Colon,4
2014,Colon,9
2014,Breast,1
2019,Breast,1
2018,Rectum,3
2017,Rectum,2
2019,Colon,1
2018,Liver,2
2016,Colon,1
2019,Breast,2
2015,Breast,1
2014,Rectum,1
2019,Colon,2
2014,Rectum,11
2021,Stomach,7
2014,Breast,13
2019,Lung,9
2015,Lung,16
2020,Breast,26
2020,Stomach,5
2020,Lung,1
2014,Stomach,5
2013,Rectum,6
2021,Colon,27
2018,Prostate,3
2021,Lung,1
2017,Lung,9
2020,Brain,3
2020,Pancreas,3
2021,Breast,19
2021,Liver,1
2018,Rectum,6
2016,Rectum,10
2016,Lung,18
2015,Stomach,11
2018,Colon,37
2019,Rectum,4
2018,Liver,1
2020,Colon,21
2014,Colon,40
2019,Brain,4
2018,Stomach,10
2016,Liver,1
2017,Rectum,13
2017,Stomach,10
2017,Colon,31
2018,Breast,18
2020,Rectum,8
2019,Bladder,1
2017,Breast,17
2015,Colon,32
2019,Pancreas,1
2019,Breast,11
2019,Stomach,3
2017,Prostate,1
2019,Colon,30
2016,Colon,51
2019,Liver,3
2016,Esophagus,1
2018,Lung,10
2013,Esophagus,1
2013,Liver,2
2013,Colon,39
2021,Rectum,10
2014,Liver,1
2014,Lung,19
2013,Stomach,10
2015,Breast,14
2013,Breast,25
2016,Stomach,5
2016,Breast,5
2015,Rectum,5
2013,Lung,1
2017,Liver,1
2021,Brain,20
2021,Rectum,9
2021,Liver,1
2021,Breast,134
2018,Colon,39
2019,Lung,2
2021,Stomach,7
2014,Colon,48
2014,Prostate,23
2017,Colon,29
2020,Brain,24
2020,Lung,5
2016,Rectum,12
2020,Prostate,16
2020,Stomach,3
2015,Bladder,1
2014,Stomach,5
2017,Breast,118
2014,Lung,8
2020,Liver,3
2021,Lung,4
2020,Rectum,7
2014,Brain,10
2014,Rectum,12
2015,Brain,8
2015,Stomach,7
2019,Breast,181
2020,Colon,36
2016,Liver,6
2015,Colon,36
2016,Prostate,14
2018,Lung,3
2013,Breast,122
2016,Breast,111
2016,Stomach,8
2016,Pancreas,3
2016,Lung,7
2016,Colon,45
2016,Brain,17
2014,Breast,136
2015,Rectum,11
2013,Brain,8
2017,Liver,3
2017,Lung,7
2015,Pancreas,1
2019,Rectum,5
2019,Prostate,19
2017,Stomach,5
2021,Colon,37
2013,Stomach,3
2017,Prostate,32
2015,Prostate,20
2021,Pancreas,2
2013,Lung,10
2020,Pancreas,1
2017,Rectum,10
2019,Colon,33
2018,Breast,163
2018,Pancreas,4
2018,Rectum,8
2013,Pancreas,1
2013,Colon,62
2013,Rectum,12
2018,Stomach,3
2018,Liver,6
2015,Lung,6
2019,Brain,16
2015,Liver,3
2020,Breast,120
2014,Pancreas,3
2014,Bladder,2
2014,Liver,3
2020,Bladder,1
2021,Prostate,16
2019,Stomach,4
2017,Pancreas,5
2015,Breast,110
2017,Brain,22
2013,Bladder,1
2018,Brain,20
2013,Prostate,38
2018,Prostate,27
2020,Rectum,1
2018,Rectum,4
2017,Rectum,4
2017,Stomach,2
2015,Lung,9
2015,Colon,5
2013,Breast,12
2014,Brain,1
2021,Brain,5
2020,Breast,22
2021,Colon,10
2017,Prostate,3
2019,Prostate,1
2020,Prostate,2
2016,Stomach,3
2018,Breast,19
2020,Colon,14
2017,Bladder,2
2013,Colon,7
2013,Esophagus,1
2020,Rectum,5
2019,Brain,3
2015,Brain,1
2019,Pancreas,2
2015,Stomach,1
2018,Prostate,2
2021,Rectum,2
2018,Colon,7
2017,Brain,4
2020,Liver,2
2017,Colon,7
2017,Lung,1
2017,Pancreas,2
2016,Breast,24
2020,Lung,1
2019,Colon,10
2020,Brain,9
2019,Rectum,2
2019,Stomach,2
2017,Breast,19
2019,Breast,21
2014,Breast,10
2016,Brain,5
2014,Colon,14
2014,Rectum,3
2014,Lung,8
2014,Stomach,1
2013,Brain,3
